Gender,SeniorCitizen,Partner,Dependents,Tenure,MonthlyCharges,TotalCharges,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,Churn
Male,0,Yes,Yes,13,46.62,2779.68,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,No
Male,1,Yes,No,50,80.33,1075.66,DSL,No,No,Yes,Yes,Month-to-month,No,Electronic check,Yes
Female,0,No,No,6,86.89,4460.06,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
Female,0,Yes,No,51,85.5,3470.35,DSL,Yes,No,No,Yes,One year,No,Credit card,No
Female,0,Yes,Yes,36,64.58,6284.5,No,Yes,No,Yes,No,Two year,No,Mailed check,No
Male,1,No,Yes,71,54.66,7376.59,Fiber optic,No,No,Yes,No,One year,Yes,Bank transfer,No
Male,0,No,No,25,103.59,4943.82,Fiber optic,No,No,Yes,Yes,Two year,No,Credit card,No
Male,0,No,No,11,95.84,386.55,No,Yes,No,Yes,Yes,One year,No,Credit card,Yes
Female,0,No,Yes,44,52.13,5608.41,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Electronic check,No
Female,0,No,Yes,14,30.3,592.98,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,No
Male,0,Yes,Yes,29,27.18,5585.57,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Credit card,No
Female,0,Yes,Yes,50,29.43,6196.77,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,No
Female,0,Yes,No,5,78.29,1860.13,Fiber optic,Yes,Yes,No,Yes,Two year,No,Electronic check,No
Female,0,No,Yes,72,25.17,7392.18,DSL,No,No,No,Yes,One year,Yes,Credit card,No
Male,0,Yes,No,69,53.69,8208.66,Fiber optic,Yes,Yes,Yes,No,Two year,No,Electronic check,No
Female,0,No,No,57,95.32,7336.47,Fiber optic,No,No,No,Yes,One year,Yes,Bank transfer,No
Female,0,Yes,Yes,26,49.43,2815.47,Fiber optic,Yes,No,No,Yes,One year,No,Bank transfer,No
Male,0,Yes,Yes,6,96.33,5321.12,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,Yes
Male,0,No,Yes,16,94.55,8241.85,No,No,Yes,Yes,No,Two year,Yes,Electronic check,No
Female,0,No,Yes,60,44.58,2953.92,Fiber optic,No,Yes,Yes,No,One year,Yes,Electronic check,No
Female,0,Yes,No,12,92.88,7398.25,No,Yes,No,No,Yes,Two year,No,Mailed check,No
Male,0,Yes,No,3,94.78,184.33,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,Yes
Male,0,Yes,No,63,59.75,132.46,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,No
Female,0,Yes,Yes,64,41.04,6861.43,No,Yes,No,No,Yes,Two year,No,Credit card,No
Female,0,Yes,No,62,72.13,6876.88,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card,No
Female,0,No,Yes,6,112.14,7121.9,Fiber optic,Yes,Yes,Yes,No,One year,No,Bank transfer,Yes
Female,0,No,No,19,83.96,8377.24,DSL,Yes,Yes,No,Yes,One year,Yes,Mailed check,No
Male,0,No,Yes,18,37.29,1149.37,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No
Female,0,No,No,43,88.28,2164.67,DSL,No,Yes,Yes,No,One year,Yes,Mailed check,No
Female,0,Yes,No,3,62.72,8143.15,No,Yes,No,Yes,Yes,One year,Yes,Credit card,No
Male,0,Yes,Yes,72,79.15,1677.4,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Mailed check,No
Female,0,No,No,38,93.41,6171.84,DSL,No,Yes,No,No,Month-to-month,Yes,Credit card,Yes
Male,1,Yes,No,68,71.49,4821.12,DSL,No,No,No,No,One year,Yes,Credit card,No
Female,1,No,Yes,44,101.4,840.42,No,No,Yes,Yes,Yes,Two year,No,Mailed check,No
Female,0,Yes,Yes,63,92.22,2638.85,DSL,No,No,No,No,Two year,Yes,Electronic check,No
Male,0,Yes,Yes,42,81.51,4731.31,Fiber optic,No,No,Yes,No,One year,No,Credit card,No
Male,0,Yes,Yes,64,35.08,7685.92,DSL,Yes,No,Yes,Yes,Two year,No,Mailed check,No
Female,0,No,Yes,54,103.59,6397.09,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Credit card,No
Female,0,No,No,71,113.59,5634.76,Fiber optic,Yes,Yes,No,Yes,One year,No,Bank transfer,No
Female,0,No,Yes,37,33.7,4514.69,Fiber optic,No,Yes,No,No,Month-to-month,No,Electronic check,Yes
Male,0,No,No,4,68.82,2758.29,No,No,No,No,No,One year,No,Bank transfer,No
Female,0,Yes,No,2,45.89,1161.28,No,No,No,Yes,Yes,Two year,Yes,Credit card,No
Male,0,Yes,Yes,44,95.45,3740.78,Fiber optic,Yes,No,No,Yes,Two year,Yes,Electronic check,No
Male,0,Yes,No,67,92.16,353.81,Fiber optic,Yes,No,No,Yes,One year,Yes,Mailed check,No
Female,0,Yes,No,68,34.09,1978.4,DSL,Yes,No,Yes,Yes,Two year,Yes,Mailed check,No
Male,0,No,Yes,62,107.7,3949.1,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,Yes
Female,0,Yes,No,1,38.1,3825.59,DSL,Yes,Yes,Yes,No,One year,No,Bank transfer,No
Female,0,Yes,Yes,17,99.73,494.23,No,Yes,No,Yes,No,Two year,No,Bank transfer,No
Female,0,Yes,Yes,16,65.7,5342.64,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,No
Female,1,No,Yes,9,52.83,4992.19,Fiber optic,Yes,No,No,No,Two year,Yes,Mailed check,No
Female,0,No,No,53,35.82,795.13,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,No
Male,1,No,No,59,36.76,8494.15,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,No
Male,1,Yes,No,9,86.19,984.51,No,Yes,No,Yes,No,One year,Yes,Credit card,Yes
Female,0,No,No,12,75.04,7708.02,DSL,Yes,Yes,Yes,No,Two year,No,Mailed check,No
Female,0,Yes,Yes,41,32.21,102.76,No,No,Yes,No,No,One year,No,Electronic check,No
Male,0,Yes,No,15,31.27,7952.3,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,No
Male,1,Yes,Yes,66,27.23,275.51,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,Yes
Male,0,No,No,11,94.38,6844.53,No,No,Yes,No,Yes,Two year,Yes,Mailed check,Yes
Male,0,No,No,8,91.19,3319.05,Fiber optic,No,No,Yes,No,One year,Yes,Electronic check,Yes
Female,0,Yes,No,55,25.84,6670.13,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,No
Female,0,Yes,No,6,76.03,3675.53,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,Yes
Male,0,No,No,53,28.47,731.08,DSL,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,No
Female,0,No,Yes,20,110.37,6930.81,No,Yes,No,Yes,Yes,Two year,No,Mailed check,No
Male,0,No,No,39,110.71,734.15,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,Yes
Female,1,Yes,No,72,89.82,8306.87,No,No,No,No,No,Month-to-month,Yes,Bank transfer,Yes
Male,0,Yes,No,34,112.62,553.67,Fiber optic,No,No,No,No,One year,Yes,Credit card,No
Female,1,Yes,No,57,101.15,4365.99,DSL,Yes,Yes,No,No,One year,No,Bank transfer,No
Male,0,No,Yes,19,102.85,6535.01,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer,No
Male,0,No,No,71,76.97,3599.89,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,Yes
Female,0,No,Yes,31,50.61,2033.38,No,No,No,Yes,No,Two year,No,Credit card,No
Male,0,Yes,No,40,41.78,6855.91,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Mailed check,No
Female,0,Yes,Yes,14,52.72,7080.22,DSL,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,Yes
Female,0,No,Yes,37,82.85,8311.99,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Credit card,No
Male,0,Yes,Yes,44,37.27,3447.87,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,No
Female,1,No,Yes,9,45.86,4605.64,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,No
Female,1,Yes,Yes,58,66.81,3331.84,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,No
Female,0,No,No,20,43.31,2388.03,No,No,No,No,Yes,One year,Yes,Credit card,No
Female,0,Yes,Yes,50,78.86,6784.19,Fiber optic,No,Yes,No,No,Two year,No,Credit card,No
Female,0,Yes,No,20,112.32,3122.9,DSL,No,Yes,Yes,No,One year,No,Credit card,No
Male,0,No,Yes,36,94.81,3910.53,Fiber optic,No,Yes,No,No,One year,No,Bank transfer,No
Female,1,No,Yes,27,86.64,3692.7,No,Yes,Yes,No,No,Two year,No,Bank transfer,No
Female,0,No,No,72,78.27,6442.68,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Credit card,No
Female,0,No,Yes,32,68.79,8268.38,Fiber optic,No,No,Yes,No,One year,No,Mailed check,No
Female,1,No,Yes,1,38.66,6034.13,DSL,Yes,No,No,No,One year,No,Mailed check,No
Female,0,Yes,Yes,17,109.47,4297.09,No,No,No,No,No,Month-to-month,Yes,Bank transfer,Yes
Male,0,No,Yes,9,44.85,7034.93,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes
Female,0,No,No,45,29.13,5804.64,Fiber optic,Yes,No,No,Yes,Two year,Yes,Mailed check,No
Male,0,No,Yes,66,95.0,639.43,DSL,No,No,No,Yes,Two year,Yes,Credit card,No
Male,0,Yes,Yes,32,37.56,951.41,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
Male,0,No,No,45,57.19,437.46,Fiber optic,No,Yes,Yes,No,One year,Yes,Bank transfer,No
Male,0,No,No,9,22.83,4165.67,DSL,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,Yes
Female,0,No,Yes,30,33.71,7450.1,DSL,No,No,No,No,Two year,Yes,Electronic check,No
Male,0,Yes,Yes,38,37.32,2886.44,Fiber optic,Yes,No,No,No,One year,Yes,Bank transfer,No
Male,0,Yes,No,60,25.44,3519.03,DSL,No,No,Yes,Yes,One year,No,Bank transfer,No
Female,0,No,Yes,1,85.67,8194.35,DSL,Yes,Yes,No,Yes,Two year,No,Credit card,Yes
Female,0,Yes,No,5,103.7,7548.44,Fiber optic,No,No,Yes,Yes,One year,Yes,Mailed check,Yes
Female,0,No,Yes,63,57.33,6018.93,No,No,No,No,No,Month-to-month,No,Electronic check,No
Male,0,Yes,No,36,107.46,2474.55,DSL,Yes,No,No,No,Two year,Yes,Credit card,No
Female,0,No,No,65,41.33,1141.67,DSL,No,No,No,No,One year,No,Mailed check,No
Female,0,Yes,No,24,52.54,242.92,No,No,Yes,No,No,Two year,Yes,Electronic check,No
Male,0,No,Yes,4,35.07,1052.39,DSL,Yes,No,Yes,Yes,One year,Yes,Bank transfer,No
Female,0,No,Yes,68,82.06,2704.11,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,Yes
Female,0,Yes,Yes,25,61.99,5010.93,DSL,No,Yes,Yes,Yes,Two year,No,Mailed check,No
Female,0,No,Yes,7,81.33,669.6,Fiber optic,Yes,No,Yes,Yes,One year,No,Credit card,Yes
Female,0,No,No,13,96.17,1312.43,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,Yes
Male,0,No,No,68,74.57,1711.62,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,No
Female,0,No,No,43,82.76,5724.64,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,Yes
Female,0,Yes,Yes,57,113.53,5580.53,DSL,No,No,Yes,No,One year,Yes,Mailed check,No
Male,0,No,Yes,36,49.91,5001.81,No,Yes,Yes,No,Yes,One year,Yes,Credit card,No
Female,1,Yes,Yes,14,55.92,2329.46,DSL,No,Yes,No,Yes,Month-to-month,No,Bank transfer,No
Male,0,Yes,No,72,91.77,3402.97,DSL,Yes,No,No,No,Month-to-month,No,Bank transfer,Yes
Female,0,Yes,Yes,27,81.13,960.54,DSL,Yes,Yes,No,No,Month-to-month,Yes,Credit card,Yes
Male,0,Yes,Yes,37,37.85,2115.5,No,No,No,No,No,Month-to-month,No,Electronic check,No
Male,0,No,No,71,57.61,8089.58,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,No
Male,0,No,No,25,66.78,8819.26,DSL,No,Yes,Yes,No,One year,No,Mailed check,No
Male,0,Yes,Yes,67,61.94,5864.17,No,Yes,No,Yes,No,Two year,Yes,Bank transfer,No
Female,0,No,No,4,37.83,8259.73,DSL,No,No,Yes,No,Two year,No,Mailed check,No
Male,0,Yes,Yes,16,112.44,5820.4,No,No,No,No,No,Two year,No,Electronic check,No
Female,0,No,No,19,96.23,395.45,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Credit card,No
Male,0,No,No,29,68.14,8971.19,No,No,Yes,No,Yes,Two year,No,Electronic check,No
Male,0,No,No,51,88.01,980.68,No,No,Yes,No,No,Two year,Yes,Electronic check,No
Male,0,Yes,Yes,18,109.73,6175.51,No,No,Yes,Yes,No,Two year,Yes,Bank transfer,No
Female,1,Yes,Yes,58,33.62,2350.24,DSL,Yes,No,Yes,Yes,Two year,Yes,Electronic check,No
Male,0,No,Yes,44,45.04,3588.63,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,No
Female,1,Yes,No,16,74.27,5848.81,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Credit card,No
Female,0,Yes,No,65,99.9,3984.74,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,No
Female,0,No,No,2,23.63,2329.86,Fiber optic,No,No,No,No,Month-to-month,No,Credit card,Yes
Female,0,Yes,No,56,118.4,3076.57,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,No
Female,0,No,Yes,28,65.49,3139.78,Fiber optic,Yes,No,No,Yes,Two year,No,Mailed check,No
Female,0,No,Yes,65,55.92,8637.98,Fiber optic,No,Yes,No,Yes,Two year,Yes,Electronic check,No
Female,0,No,Yes,5,49.27,7207.66,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,No
Female,0,Yes,No,22,37.44,4181.08,Fiber optic,No,No,No,No,Two year,No,Electronic check,No
Female,1,No,No,13,99.16,1878.41,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,Yes
Male,0,No,Yes,65,115.54,7318.04,DSL,No,No,No,No,Two year,Yes,Credit card,No
Male,0,Yes,No,16,61.36,1498.92,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,No
Male,0,Yes,Yes,64,115.24,1973.11,No,Yes,Yes,No,No,Two year,Yes,Electronic check,No
Male,0,Yes,No,32,102.38,3357.52,Fiber optic,No,No,Yes,No,One year,No,Bank transfer,No
Male,0,Yes,No,51,68.11,7935.1,DSL,No,No,Yes,No,Month-to-month,Yes,Mailed check,Yes
Female,0,No,Yes,58,87.4,1272.9,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,No
Female,1,Yes,Yes,46,63.5,1187.88,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,No
Female,0,Yes,No,52,75.87,4496.38,DSL,Yes,Yes,No,Yes,Two year,No,Electronic check,No
Female,0,Yes,Yes,63,25.8,2560.05,Fiber optic,Yes,No,Yes,Yes,Two year,Yes,Mailed check,No
Female,0,Yes,Yes,60,89.63,5161.68,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
Female,1,No,No,65,25.28,4119.57,No,No,Yes,No,No,Two year,No,Credit card,No
Female,0,Yes,No,55,101.71,3971.14,Fiber optic,No,Yes,No,Yes,Two year,Yes,Credit card,No
Male,0,No,No,57,102.49,1096.56,No,Yes,Yes,No,No,Two year,No,Credit card,No
Male,0,Yes,Yes,71,43.71,1355.34,No,Yes,No,No,No,Two year,No,Electronic check,No
Male,0,No,No,26,52.37,7407.6,No,Yes,No,Yes,No,Two year,No,Mailed check,No
Male,0,No,No,12,68.13,7984.36,Fiber optic,Yes,No,Yes,Yes,Two year,No,Bank transfer,No
Female,0,Yes,No,71,79.67,2188.68,DSL,No,No,No,Yes,Month-to-month,No,Bank transfer,No
Female,0,No,No,46,48.74,1109.8,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer,No
Female,0,Yes,No,47,79.25,575.41,DSL,No,Yes,Yes,No,Two year,Yes,Credit card,No
Male,0,No,Yes,38,49.78,5513.85,DSL,Yes,No,No,No,Month-to-month,No,Credit card,No
Female,0,No,No,21,25.55,6466.64,No,Yes,No,Yes,Yes,One year,Yes,Credit card,No
Female,0,No,No,14,20.25,3418.01,DSL,No,No,Yes,No,Month-to-month,Yes,Mailed check,No
Female,0,Yes,Yes,2,30.12,6149.12,Fiber optic,Yes,No,No,No,One year,No,Credit card,No
Male,0,No,No,72,99.23,6445.33,Fiber optic,No,Yes,Yes,No,One year,No,Mailed check,No
Female,0,Yes,No,70,116.14,8424.55,DSL,Yes,Yes,No,No,One year,Yes,Mailed check,No
Male,0,No,Yes,33,62.7,677.38,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,No
Male,0,No,No,6,71.27,1811.4,Fiber optic,Yes,Yes,Yes,No,One year,No,Electronic check,No
Male,1,No,Yes,37,34.68,709.88,DSL,Yes,No,Yes,No,Two year,Yes,Bank transfer,No
Male,0,No,No,14,75.1,7825.15,DSL,No,Yes,Yes,Yes,Two year,No,Mailed check,No
Female,0,No,Yes,37,34.47,7154.03,DSL,No,No,No,No,One year,No,Bank transfer,No
Male,0,No,Yes,8,81.12,5214.31,DSL,No,Yes,No,No,One year,No,Mailed check,Yes
Male,0,Yes,No,13,113.33,844.6,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,No
Female,0,Yes,Yes,40,39.57,2532.48,DSL,Yes,No,No,No,Month-to-month,No,Credit card,No
Female,0,Yes,Yes,58,96.46,2749.71,Fiber optic,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,Yes
Male,0,No,No,18,22.35,5090.61,No,Yes,Yes,Yes,No,Two year,No,Mailed check,No
Female,0,Yes,No,57,57.55,2396.59,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,No
Male,0,No,Yes,38,31.07,749.34,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Credit card,Yes
Male,0,Yes,No,32,55.25,6603.78,DSL,No,No,No,Yes,One year,Yes,Mailed check,No
Male,0,Yes,Yes,66,37.35,2761.81,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,No
Male,0,No,Yes,25,57.33,4126.13,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,No
Female,1,No,No,58,61.75,1236.23,DSL,No,Yes,Yes,Yes,Month-to-month,No,Credit card,No
Male,1,Yes,No,33,50.06,7242.68,DSL,No,No,No,Yes,One year,Yes,Credit card,No
Female,0,Yes,Yes,66,85.66,5133.23,Fiber optic,No,No,No,Yes,Two year,No,Electronic check,No
Female,0,Yes,No,30,111.89,8124.11,No,No,Yes,No,Yes,Two year,Yes,Mailed check,No
Female,0,Yes,No,34,60.06,4509.7,DSL,No,Yes,Yes,Yes,Two year,Yes,Mailed check,No
Female,0,No,Yes,69,39.23,8478.69,DSL,Yes,Yes,No,No,One year,No,Mailed check,No
Male,0,Yes,Yes,48,47.07,8037.63,Fiber optic,Yes,No,No,No,Two year,Yes,Bank transfer,No
Female,0,No,Yes,40,105.4,5230.49,No,No,Yes,Yes,No,One year,Yes,Electronic check,No
Male,0,No,Yes,51,77.16,8411.65,DSL,No,Yes,Yes,No,One year,Yes,Bank transfer,No
Female,0,Yes,Yes,13,65.5,2975.49,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Mailed check,No
Female,0,No,Yes,31,34.96,3354.22,No,No,No,Yes,No,Two year,Yes,Electronic check,No
Male,0,Yes,No,39,64.97,504.75,No,Yes,No,No,No,Month-to-month,No,Credit card,No
Male,0,No,Yes,63,47.85,5343.89,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,No
Male,0,No,No,48,114.32,6525.12,No,No,Yes,Yes,No,One year,No,Credit card,No
Female,1,Yes,No,48,108.41,6984.32,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,Yes
Female,0,No,Yes,61,28.39,1433.36,DSL,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,Yes
Male,0,No,No,12,71.67,4053.02,No,Yes,Yes,No,No,Month-to-month,No,Credit card,No
Male,1,Yes,Yes,56,42.51,1674.08,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,No
Male,1,No,No,18,61.08,5992.93,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer,No
Male,0,No,Yes,27,107.68,1505.72,No,No,No,Yes,No,One year,Yes,Electronic check,No
Female,0,Yes,Yes,28,72.75,8147.06,No,No,Yes,No,No,Two year,Yes,Credit card,No
Male,0,Yes,Yes,52,53.42,2152.65,DSL,No,No,No,No,One year,Yes,Credit card,No
Male,0,No,Yes,16,40.79,2693.48,DSL,No,Yes,Yes,Yes,Two year,No,Bank transfer,No
Male,0,No,No,58,100.03,7673.07,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,No
Male,0,No,No,9,82.45,4180.36,DSL,Yes,Yes,No,Yes,Two year,No,Bank transfer,Yes
Female,0,Yes,No,26,66.81,313.56,Fiber optic,Yes,No,Yes,Yes,One year,No,Credit card,No
Male,0,No,No,28,41.75,4501.82,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,No
Female,0,No,No,36,53.42,852.44,No,No,No,Yes,Yes,Two year,Yes,Electronic check,No
Male,0,No,Yes,9,115.98,8869.57,No,No,No,Yes,No,One year,Yes,Bank transfer,Yes
Male,0,No,Yes,47,72.01,5334.19,DSL,Yes,No,Yes,Yes,Two year,Yes,Credit card,No
Female,0,No,Yes,51,60.07,2383.14,DSL,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
Male,0,No,Yes,57,72.14,5117.09,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,No
Female,0,Yes,Yes,32,97.9,784.12,No,Yes,No,No,Yes,One year,Yes,Mailed check,No
Female,0,Yes,No,67,54.01,7219.03,Fiber optic,No,Yes,Yes,No,Two year,No,Electronic check,No
Male,1,No,Yes,57,37.87,8335.42,DSL,No,Yes,No,No,One year,No,Electronic check,No
Female,0,No,Yes,54,78.49,7882.56,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,No
Female,0,Yes,No,16,86.52,3141.64,No,Yes,Yes,No,No,Month-to-month,No,Credit card,Yes
Female,0,Yes,No,62,91.27,2999.34,DSL,No,No,No,Yes,Two year,No,Credit card,No
Female,0,Yes,Yes,56,108.2,412.28,DSL,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,Yes
Female,0,No,Yes,23,57.12,5897.46,No,No,Yes,Yes,No,One year,No,Electronic check,No
Female,0,No,No,17,27.54,4860.65,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,No
Female,0,No,Yes,38,115.83,4188.18,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,No
Female,0,No,Yes,72,63.5,8177.92,DSL,Yes,No,No,Yes,Two year,No,Bank transfer,No
Male,0,Yes,Yes,30,82.33,1594.12,No,Yes,No,No,Yes,One year,Yes,Bank transfer,No
Male,0,Yes,No,58,86.63,186.03,No,No,Yes,Yes,Yes,Two year,Yes,Credit card,No
Female,0,Yes,Yes,22,74.65,752.52,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer,No
Male,1,Yes,Yes,17,40.53,2088.01,Fiber optic,No,Yes,Yes,No,One year,No,Bank transfer,No
Female,0,No,No,15,95.51,396.24,Fiber optic,No,No,No,Yes,Two year,No,Mailed check,No
Female,0,No,No,48,100.38,4575.31,DSL,No,Yes,Yes,No,One year,Yes,Credit card,No
Male,0,Yes,No,32,75.3,2895.41,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,No
Female,0,Yes,Yes,40,68.86,1706.3,No,No,No,Yes,Yes,One year,No,Bank transfer,No
Female,0,Yes,No,57,31.39,6775.75,DSL,Yes,No,No,Yes,Two year,No,Bank transfer,No
Female,0,Yes,Yes,58,28.4,1919.62,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No
Female,0,Yes,No,16,53.96,6219.69,DSL,No,No,Yes,Yes,Month-to-month,No,Electronic check,No
Male,0,No,Yes,28,51.08,3208.46,No,Yes,No,No,Yes,One year,Yes,Credit card,No
Female,0,No,No,1,115.37,4655.27,Fiber optic,Yes,Yes,No,No,One year,No,Mailed check,Yes
Female,0,Yes,Yes,41,98.36,8411.42,DSL,No,Yes,No,Yes,One year,No,Credit card,No
Female,0,Yes,Yes,48,85.99,432.43,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,Yes
Male,0,Yes,No,31,71.76,4552.35,DSL,No,No,No,No,Month-to-month,No,Credit card,No
Female,0,No,No,36,36.74,7704.36,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,No
Male,0,No,Yes,33,117.85,5332.97,DSL,Yes,Yes,No,Yes,Two year,Yes,Credit card,No
Male,0,No,No,33,57.5,2564.15,No,No,No,No,No,Two year,No,Bank transfer,No
Female,0,Yes,Yes,23,30.69,3639.36,DSL,Yes,Yes,No,No,One year,Yes,Mailed check,No
Female,0,No,No,60,69.38,6154.36,Fiber optic,No,Yes,No,Yes,Two year,Yes,Mailed check,No
Male,0,Yes,No,30,107.4,8028.23,DSL,No,No,Yes,Yes,Two year,No,Mailed check,No
Female,1,No,Yes,45,108.73,465.49,DSL,Yes,No,Yes,Yes,One year,No,Credit card,No
Male,0,No,No,39,21.1,736.7,Fiber optic,No,No,Yes,Yes,One year,Yes,Credit card,No
Male,0,No,No,45,108.63,2992.96,DSL,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,Yes
Female,0,Yes,Yes,12,47.15,2171.74,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,No
Female,0,Yes,Yes,32,23.9,2457.88,No,No,Yes,Yes,No,One year,No,Bank transfer,No
Male,0,No,No,56,104.78,2069.3,Fiber optic,Yes,No,Yes,No,One year,Yes,Mailed check,No
Male,0,Yes,Yes,24,106.39,1842.84,Fiber optic,No,No,No,No,Two year,No,Electronic check,No
Male,0,Yes,No,13,79.62,1262.55,No,No,No,No,No,Two year,No,Credit card,No
Male,0,Yes,No,20,77.44,8412.19,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,No
Female,0,Yes,Yes,56,101.31,1383.29,Fiber optic,Yes,Yes,No,No,One year,No,Credit card,No
Female,0,Yes,Yes,53,98.63,1919.19,No,No,No,No,Yes,One year,Yes,Credit card,No
Female,1,Yes,Yes,68,109.01,2291.76,DSL,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,Yes
Female,0,Yes,Yes,54,75.27,8403.83,DSL,No,Yes,Yes,No,Two year,No,Electronic check,No
Female,0,No,Yes,34,116.76,6825.86,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,Yes
Male,0,Yes,Yes,28,119.61,7128.32,DSL,Yes,Yes,No,No,One year,No,Electronic check,No
Female,0,Yes,No,50,31.65,1032.35,DSL,No,No,Yes,No,Two year,No,Mailed check,No
Female,0,No,No,2,104.95,7543.16,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes
Female,0,No,Yes,26,69.98,3732.92,No,No,No,No,No,One year,Yes,Electronic check,No
Female,0,No,No,51,58.76,2439.12,DSL,Yes,No,Yes,No,Month-to-month,No,Bank transfer,No
